Body 245 : 31498.896399	32351.827711	0.000000	|	11.902632	12.227337	0.000000
Body 246 : 1672.961500	1969.181674	0.000000	|	0.274079	0.596985	0.000000
Body 247 : -555.701078	7829.412587	0.000000	|	-0.401476	2.566636	0.000000
Body 248 : 11331.889621	-600.089560	0.000000	|	3.702252	-0.182269	0.000000
Body 249 : -8420.551439	60175.861058	0.000000	|	-3.135390	21.127238	0.000000
Body 250 : -13715.653756	10644.300683	0.000000	|	-4.796607	3.392070	0.000000
Body 251 : -20803.435194	-130.955101	0.000000	|	-7.199814	-0.037657	0.000000
Body 252 : 3586.927488	-124.687328	0.000000	|	1.181184	-0.336518	0.000000
Body 253 : -4072.466123	-12145.861030	0.000000	|	-1.523388	-4.140365	0.000000
Body 254 : 3439.841311	1168.030544	0.000000	|	1.088249	0.421381	0.000000
Body 255 : 20759.731773	-25631.720343	0.000000	|	7.090906	-9.153974	0.000000
Body 256 : -3908.849516	4972.893810	0.000000	|	-1.299393	1.581712	0.000000
Body 257 : -18840.833647	-9352.898138	0.000000	|	-6.780353	-3.433843	0.000000
Body 258 : 13885.281936	3698.937724	0.000000	|	4.705521	1.074975	0.000000
Body 259 : 1351.852054	2534.048723	0.000000	|	0.337798	0.624806	0.000000
Body 260 : 23332.226807	19870.833078	0.000000	|	8.246244	7.015897	0.000000
Body 261 : 249.149290	-250.837723	0.000000	|	-0.141627	-0.146422	0.000000
Body 262 : -5020.684305	-2195.893589	0.000000	|	-1.882362	-1.064129	0.000000
Body 263 : -9581.446387	18734.019762	0.000000	|	-3.440505	6.342567	0.000000
Body 264 : 2537.997624	-2605.743807	0.000000	|	0.732826	-0.979412	0.000000
Body 265 : -632.529458	4300.370162	0.000000	|	-0.118436	1.411560	0.000000
Body 266 : 34681.402266	223420.333284	0.000000	|	13.311977	86.726547	0.000000
Body 267 : 10958.011535	38705.232295	0.000000	|	3.629187	12.925899	0.000000
Body 268 : 3972.633027	-3125.586969	0.000000	|	1.238371	-1.106618	0.000000
Body 269 : 4181.446286	391.071309	0.000000	|	1.308568	0.277731	0.000000
Body 270 : 83.591879	1111.234926	0.000000	|	-0.096060	-0.046853	0.000000
Body 271 : -1099.556362	-1336.636672	0.000000	|	-0.426481	-0.265470	0.000000
Body 272 : 7358.603767	292.118280	0.000000	|	2.375634	-0.097472	0.000000
Body 273 : 5898.108923	9278.963160	0.000000	|	1.851597	2.927120	0.000000
Body 274 : 1658.952931	1742.223867	0.000000	|	0.315527	0.417529	0.000000
